transaction_id,transaction_date,customer_id,product_id,quantity
TRANS001119,2024-02-11,CUST0678,PROD008,1.0
TRANS001120,2024-01-14,CUST0594,PROD008,3.0
TRANS001121,2024-01-11,CUST0429,PROD020,2.0
TRANS001122,2024-02-11,CUST0803,PROD047,4.0
TRANS001123,2024-03-25,CUST0158,PROD004,3.0
TRANS001124,2024-02-07,CUST0216,PROD021,1.0
TRANS001125,2024-02-09,CUST0670,PROD003,4.0
TRANS001126,2024-02-27,CUST0462,PROD045,1.0
TRANS001127,2024-03-18,CUST0134,PROD008,1.0
TRANS001128,2024-02-24,CUST0067,PROD023,3.0
TRANS001129,2024-01-22,CUST0848,PROD016,1.0
TRANS001130,2024-03-29,CUST0007,PROD013,4.0
TRANS001131,2024-02-26,CUST0948,PROD003,2.0
TRANS001132,2024-02-14,CUST0526,PROD048,3.0
TRANS001133,2024-02-27,CUST0073,PROD009,4.0
TRANS001134,2024-01-06,CUST0399,PROD014,3.0
TRANS001135,2024-02-15,CUST0405,PROD013,1.0
TRANS001136,2024-03-19,CUST0675,PROD007,1.0
TRANS001137,2024-02-25,CUST0578,PROD015,4.0
TRANS001138,2024-02-05,CUST0859,PROD007,4.0
TRANS001139,2024-03-22,CUST0130,PROD038,2.0
TRANS001140,2024-01-08,CUST0931,PROD034,4.0
TRANS001141,2024-01-10,CUST0466,PROD041,4.0
TRANS001142,2024-03-26,CUST0206,PROD022,3.0
TRANS001143,2024-03-22,CUST0788,PROD024,1.0
TRANS001144,2024-02-21,CUST0978,PROD049,4.0
TRANS001145,2024-02-16,CUST0768,PROD037,2.0
TRANS001146,2024-03-06,CUST0266,PROD044,4.0
TRANS001147,2024-03-27,CUST0537,PROD001,1.0
TRANS001148,2024-01-21,CUST0962,PROD010,4.0
TRANS001149,2024-01-04,CUST0793,PROD043,3.0
TRANS001150,2024-01-19,CUST0253,PROD016,1.0
TRANS001151,2024-03-18,CUST0822,PROD046,4.0
TRANS001152,2024-03-27,CUST0289,PROD008,3.0
TRANS001153,2024-02-26,CUST0164,PROD049,1.0
TRANS001154,2024-01-05,CUST0095,PROD025,4.0
TRANS001155,2024-01-17,CUST0782,PROD050,3.0
TRANS001156,2024-01-09,CUST0833,PROD012,2.0
TRANS001157,2024-01-31,CUST0110,PROD025,3.0
TRANS001158,2024-03-23,CUST0336,PROD017,2.0
TRANS001159,2024-02-16,CUST0822,PROD026,4.0
TRANS001160,2024-02-16,CUST0238,PROD046,3.0
TRANS001161,2024-02-19,CUST0381,PROD048,2.0
TRANS001162,2024-03-13,CUST0436,PROD014,1.0
TRANS001163,2024-01-05,CUST0899,PROD041,3.0
TRANS001164,2024-03-18,CUST0483,PROD036,4.0
TRANS001165,2024-01-20,CUST0937,PROD023,1.0
TRANS001166,2024-03-27,CUST0902,PROD043,2.0
TRANS001167,2024-02-27,CUST0025,PROD006,3.0
TRANS001168,2024-02-17,CUST0653,PROD047,3.0
TRANS001169,2024-02-17,CUST0117,PROD005,4.0
TRANS001170,2024-02-26,CUST0482,PROD043,1.0
TRANS001171,2024-01-10,CUST0392,PROD025,3.0
TRANS001172,2024-03-14,CUST0917,PROD018,3.0
TRANS001173,2024-01-18,CUST0994,PROD013,1.0
TRANS001174,2024-03-08,CUST0964,PROD043,3.0
TRANS001175,2024-02-16,CUST0537,PROD014,1.0
TRANS001176,2024-02-20,CUST0079,PROD028,1.0
TRANS001177,2024-02-10,CUST0580,PROD018,1.0
TRANS001178,2024-03-24,CUST0173,PROD028,4.0
TRANS001179,2024-02-05,CUST0956,PROD027,1.0
TRANS001180,2024-02-01,CUST0012,PROD032,1.0
TRANS001181,2024-01-15,CUST0800,PROD047,2.0
TRANS001182,2024-01-04,CUST0128,PROD009,2.0
TRANS001183,2024-01-24,CUST0608,PROD040,4.0
TRANS001184,2024-03-04,CUST0092,PROD032,1.0
TRANS001185,2024-03-07,CUST0653,PROD020,2.0
TRANS001186,2024-02-19,CUST0543,PROD028,2.0
TRANS001187,2024-03-12,CUST0846,PROD033,3.0
TRANS001188,2024-01-16,CUST0532,PROD004,1.0
TRANS001189,2024-02-03,CUST0658,PROD046,2.0
TRANS001190,2024-02-03,CUST0989,PROD034,4.0
TRANS001191,2024-03-31,CUST0828,PROD048,3.0
TRANS001192,2024-02-27,CUST0447,PROD003,3.0
TRANS001193,2024-01-28,CUST0390,PROD026,1.0
TRANS001194,2024-03-19,CUST0672,PROD008,1.0
TRANS001195,2024-02-06,CUST0861,PROD006,3.0
TRANS001196,2024-03-29,CUST0043,PROD016,4.0
TRANS001197,2024-03-03,CUST0254,PROD024,1.0
TRANS001198,2024-01-26,CUST0130,PROD048,1.0
TRANS001199,2024-01-16,CUST0060,PROD039,3.0
TRANS001200,2024-01-18,CUST0663,PROD030,3.0
TRANS001201,2024-01-10,CUST0467,PROD045,1.0
TRANS001202,2024-02-27,CUST0287,PROD013,2.0
TRANS001203,2024-01-23,CUST0517,PROD005,1.0
TRANS001204,2024-02-26,CUST0467,PROD025,2.0
TRANS001205,2024-01-12,CUST0930,PROD020,3.0
TRANS001206,2024-03-28,CUST0778,PROD018,2.0
TRANS001207,2024-02-10,CUST0345,PROD047,4.0
TRANS001208,2024-03-26,CUST0642,PROD018,3.0
TRANS001209,2024-02-14,CUST0382,PROD002,1.0
TRANS001210,2024-03-31,CUST0779,PROD010,1.0
TRANS001211,2024-01-09,CUST0690,PROD045,3.0
TRANS001212,2024-03-11,CUST0253,PROD050,3.0
TRANS001213,2024-03-10,CUST0927,PROD047,4.0
TRANS001214,2024-02-07,CUST0056,PROD012,3.0
TRANS001215,2024-02-08,CUST0463,PROD047,1.0
TRANS001216,2024-01-21,CUST0457,PROD013,4.0
TRANS001217,2024-03-31,CUST0983,PROD050,1.0
TRANS001218,2024-03-30,CUST0083,PROD047,2.0
TRANS001219,2024-03-22,CUST0905,PROD011,3.0
TRANS001220,2024-01-23,CUST0099,PROD019,2.0
TRANS001221,2024-02-16,CUST0149,PROD035,1.0
TRANS001222,2024-03-06,CUST0329,PROD039,2.0
TRANS001223,2024-01-29,CUST0156,PROD026,2.0
TRANS001224,2024-01-16,CUST0190,PROD046,1.0
TRANS001225,2024-01-26,CUST0494,PROD014,1.0
TRANS001226,2024-01-18,CUST0883,PROD045,3.0
TRANS001227,2024-01-31,CUST0263,PROD044,2.0
TRANS001228,2024-03-04,CUST0080,PROD024,4.0
TRANS001229,2024-01-04,CUST0400,PROD041,4.0
TRANS001230,2024-02-16,CUST0764,PROD001,1.0
TRANS001231,2024-03-11,CUST0609,PROD043,1.0
TRANS001232,2024-03-14,CUST0260,PROD022,2.0
TRANS001233,2024-02-17,CUST0772,PROD023,1.0
TRANS001234,2024-02-29,CUST0615,PROD019,4.0
TRANS001235,2024-03-11,CUST0552,PROD018,3.0
TRANS001236,2024-01-17,CUST0785,PROD012,3.0
TRANS001237,2024-03-19,CUST0101,PROD028,2.0
TRANS001238,2024-01-12,CUST0359,PROD028,3.0
TRANS001239,2024-01-09,CUST0380,PROD033,1.0
TRANS001240,2024-02-09,CUST0820,PROD019,1.0
TRANS001241,2024-02-20,CUST0221,PROD028,1.0
TRANS001242,2024-03-02,CUST0820,PROD049,1.0
TRANS001243,2024-03-08,CUST0420,PROD037,2.0
TRANS001244,2024-02-22,CUST0124,PROD026,3.0
TRANS001245,2024-02-22,CUST0422,PROD035,4.0
TRANS001246,2024-03-14,CUST0231,PROD034,3.0
TRANS001247,2024-01-10,CUST0690,PROD035,1.0
TRANS001248,2024-01-17,CUST0063,PROD040,4.0
TRANS001249,2024-02-10,CUST0485,PROD016,2.0
TRANS001250,2024-03-23,CUST0628,PROD038,1.0
TRANS001251,2024-01-10,CUST0703,PROD013,1.0
TRANS001252,2024-02-27,CUST0574,PROD023,4.0
TRANS001253,2024-02-29,CUST0768,PROD022,2.0
TRANS001254,2024-03-28,CUST0483,PROD016,4.0
TRANS001255,2024-03-07,CUST0519,PROD028,2.0
TRANS001256,2024-02-14,CUST0155,PROD048,1.0
TRANS001257,2024-01-17,CUST0092,PROD035,3.0
TRANS001258,2024-03-11,CUST0982,PROD045,805.0
TRANS001259,2024-03-22,CUST0526,PROD046,3.0
TRANS001260,2024-03-16,CUST0455,PROD008,3.0
TRANS001261,2024-01-24,CUST0741,PROD044,2.0
TRANS001262,2024-01-17,CUST0598,PROD022,4.0
TRANS001263,2024-02-25,CUST0645,PROD021,2.0
TRANS001264,2024-03-05,CUST0510,PROD026,1.0
TRANS001265,2024-01-08,CUST0183,PROD040,4.0
TRANS001266,2024-01-16,CUST0386,PROD021,3.0
TRANS001267,2024-03-07,CUST0574,PROD025,3.0
TRANS001268,2024-01-20,CUST0731,PROD041,1.0
TRANS001269,2024-02-08,CUST0405,PROD001,4.0
TRANS001270,2024-01-22,CUST0246,PROD006,1.0
TRANS001271,2024-01-21,CUST0742,PROD023,1.0
TRANS001272,2024-02-11,CUST0591,PROD023,2.0
TRANS001273,2024-03-31,CUST0661,PROD043,1.0
TRANS001274,2024-01-29,CUST0650,PROD043,4.0
TRANS001275,2024-02-14,CUST0471,PROD023,1.0
TRANS001276,2024-03-07,CUST0826,PROD032,4.0
TRANS001277,2024-02-06,CUST0888,PROD030,3.0
TRANS001278,2024-01-11,CUST0423,PROD013,1.0
TRANS001279,2024-02-02,CUST0901,PROD043,4.0
TRANS001280,2024-01-26,CUST0065,PROD018,3.0
TRANS001281,2024-03-22,CUST0013,PROD023,4.0
TRANS001282,2024-03-11,CUST0213,PROD015,3.0
TRANS001283,2024-02-05,CUST0986,PROD033,2.0
TRANS001284,2024-01-17,CUST0242,PROD021,1.0
TRANS001285,2024-03-21,CUST0493,PROD039,1.0
TRANS001286,2024-02-08,CUST0213,PROD023,3.0
TRANS001287,2024-03-19,CUST0693,PROD027,2.0
TRANS001288,2024-03-09,CUST0338,PROD045,4.0
TRANS001289,2024-01-12,CUST0997,PROD044,2.0
TRANS001290,2024-03-05,CUST0173,PROD018,4.0
TRANS001291,2024-03-23,CUST0672,PROD024,4.0
TRANS001292,2024-01-22,CUST0164,PROD047,1.0
TRANS001293,2024-03-16,CUST0465,PROD040,3.0
TRANS001294,2024-03-15,CUST0995,PROD042,1.0
TRANS001295,2024-01-20,CUST0497,PROD007,1.0
TRANS001296,2024-01-22,CUST0700,PROD050,1.0
TRANS001297,2024-03-25,CUST0395,PROD048,4.0
TRANS001298,2024-03-20,CUST0703,PROD020,1.0
TRANS001299,2024-03-18,CUST0917,PROD027,4.0
TRANS001300,2024-02-13,CUST0308,PROD006,3.0
TRANS001301,2024-03-13,CUST0768,PROD027,4.0
TRANS001302,2024-01-06,CUST0183,PROD009,4.0
TRANS001303,2024-01-04,CUST0629,PROD045,2.0
TRANS001304,2024-01-11,CUST0794,PROD031,1.0
TRANS001305,2024-01-06,CUST0510,PROD021,1.0
TRANS001306,2024-03-23,CUST0708,PROD026,1.0
TRANS001307,2024-03-14,CUST0546,PROD040,1.0
TRANS001308,2024-02-03,CUST0564,PROD048,2.0
TRANS001309,2024-03-24,CUST0624,PROD045,2.0
TRANS001310,2024-01-27,CUST0764,PROD013,2.0
TRANS001311,2024-03-14,CUST0594,PROD049,2.0
TRANS001312,2024-02-23,CUST0744,PROD023,1.0
TRANS001313,2024-03-20,CUST0227,PROD020,4.0
TRANS001314,2024-03-22,CUST0745,PROD037,3.0
TRANS001315,2024-01-04,CUST0733,PROD028,2.0
TRANS001316,2024-03-04,CUST0436,PROD017,
TRANS001317,2024-03-21,CUST0925,PROD028,2.0
TRANS001318,2024-03-10,CUST0422,PROD041,1.0
TRANS001319,2024-02-07,CUST0554,PROD002,1.0
TRANS001320,2024-03-23,CUST0021,PROD025,4.0
TRANS001321,2024-02-08,CUST0554,PROD050,4.0
TRANS001322,2024-03-02,CUST0397,PROD041,4.0
TRANS001323,2024-02-01,CUST0625,PROD006,1.0
TRANS001324,2024-03-28,CUST0105,PROD011,1.0
TRANS001325,2024-02-21,CUST0192,PROD038,3.0
TRANS001326,2024-02-08,CUST0017,PROD006,4.0
TRANS001327,2024-02-28,CUST0120,PROD045,3.0
TRANS001328,2024-01-10,CUST0393,PROD011,2.0
TRANS001329,2024-03-29,CUST0425,PROD014,
TRANS001330,2024-01-08,CUST0129,PROD002,2.0
TRANS001331,2024-01-21,CUST0130,PROD040,2.0
TRANS001332,2024-02-26,CUST0572,PROD003,3.0
TRANS001333,2024-02-23,CUST0560,PROD035,4.0
TRANS001334,2024-03-02,CUST0029,PROD033,2.0
TRANS001335,2024-02-29,CUST0097,PROD024,4.0
TRANS001336,2024-01-27,CUST0010,PROD019,1.0
TRANS001337,2024-02-13,CUST0242,PROD018,2.0
TRANS001338,2024-03-18,CUST0826,PROD049,1.0
TRANS001339,2024-01-19,CUST0956,PROD024,3.0
TRANS001340,2024-02-10,CUST0232,PROD045,4.0
TRANS001341,,CUST0789,PROD035,3.0
TRANS001342,2024-02-14,CUST0284,PROD001,2.0
TRANS001343,2024-02-21,CUST0715,PROD036,1.0
TRANS001344,2024-01-17,CUST0759,PROD025,2.0
TRANS001345,2024-02-17,CUST0802,PROD045,3.0
TRANS001346,2024-03-06,CUST0776,PROD049,4.0
TRANS001347,2024-03-12,CUST0955,PROD043,4.0
TRANS001348,2024-01-14,CUST0726,PROD034,2.0
TRANS001349,2024-02-10,CUST0200,PROD025,2.0
TRANS001350,2024-01-31,CUST0945,PROD016,1.0
TRANS001351,2024-02-29,CUST0079,PROD034,3.0
TRANS001352,2024-01-16,CUST0913,PROD029,2.0
TRANS001353,2024-02-04,CUST0956,PROD019,1.0
TRANS001354,2024-02-27,CUST0855,PROD023,2.0
TRANS001355,2024-02-01,CUST0856,PROD019,4.0
TRANS001356,2024-01-19,CUST0173,PROD025,1.0
TRANS001357,2024-01-13,CUST0467,PROD016,1.0
TRANS001358,2024-01-07,CUST0581,PROD009,2.0
TRANS001359,2024-02-07,CUST0416,PROD001,3.0
TRANS001360,2024-02-19,CUST0940,PROD042,4.0
TRANS001361,2024-03-19,CUST0449,PROD019,3.0
TRANS001362,2024-02-23,CUST0087,PROD033,1.0
TRANS001363,2024-02-01,CUST0101,PROD034,3.0
TRANS001364,2024-01-21,CUST0008,PROD016,1.0
TRANS001365,2024-02-11,CUST0845,PROD044,3.0
TRANS001366,2024-03-14,CUST0200,PROD040,2.0
TRANS001367,2024-02-10,CUST0505,PROD018,3.0
TRANS001368,2024-01-25,CUST0087,PROD034,1.0
TRANS001369,2024-01-21,CUST0043,PROD025,4.0
TRANS001370,2024-03-04,CUST0385,PROD045,4.0
TRANS001371,2024-03-06,CUST0621,PROD006,4.0
TRANS001372,2024-02-29,CUST0435,PROD021,1.0
TRANS001373,2024-03-04,CUST0408,PROD006,3.0
TRANS001374,2024-02-09,CUST0483,PROD032,4.0
TRANS001375,2024-03-04,CUST0664,PROD041,4.0
TRANS001376,2024-01-03,CUST0017,PROD048,4.0
TRANS001377,2024-01-12,CUST0645,PROD043,2.0
TRANS001378,2024-02-20,CUST0148,PROD039,1.0
TRANS001379,2024-03-05,CUST0277,PROD031,1.0
TRANS001380,2024-02-28,CUST0232,PROD042,1.0
TRANS001381,2024-01-31,CUST0826,PROD010,1.0
TRANS001382,2024-01-28,CUST0927,PROD030,1.0
TRANS001383,2024-03-15,CUST0366,PROD018,2.0
TRANS001384,2024-02-15,CUST0228,PROD024,3.0
TRANS001385,2024-01-07,CUST0651,PROD009,2.0
TRANS001386,2024-01-07,CUST0436,PROD031,4.0
TRANS001387,2024-02-06,CUST0399,PROD015,2.0
TRANS001388,2024-03-04,CUST0211,PROD004,1.0
TRANS001389,2024-03-17,CUST0391,PROD040,2.0
TRANS001390,2024-03-24,CUST0499,PROD009,1.0
TRANS001391,2024-03-27,CUST0540,PROD045,2.0
TRANS001392,2024-03-01,CUST0563,PROD009,1.0
TRANS001393,2024-02-06,CUST0491,PROD026,4.0
TRANS001394,2024-03-09,CUST0442,PROD004,1.0
TRANS001395,2024-01-02,CUST0261,PROD017,2.0
TRANS001396,2024-01-14,CUST0773,PROD016,4.0
TRANS001397,2024-02-25,CUST0350,PROD015,2.0
TRANS001398,2024-01-18,CUST0352,PROD035,4.0
TRANS001399,2024-02-03,CUST0520,PROD005,3.0
TRANS001400,2024-02-16,CUST0320,PROD005,3.0
TRANS001401,2024-02-21,CUST0138,PROD020,3.0
TRANS001402,2024-02-16,CUST0550,PROD015,2.0
TRANS001403,2024-01-06,CUST0623,PROD018,2.0
TRANS001404,2024-02-21,CUST0992,PROD047,4.0
TRANS001405,2024-01-07,CUST0368,PROD002,4.0
TRANS001406,2024-03-13,CUST0220,PROD029,4.0
TRANS001407,2024-03-12,CUST0337,PROD013,4.0
TRANS001408,2024-01-25,CUST0223,PROD004,1.0
TRANS001409,2024-02-16,CUST0648,PROD042,3.0
TRANS001410,2024-03-11,CUST0768,PROD045,1.0
TRANS001411,2024-02-06,CUST0360,PROD010,1.0
TRANS001412,2024-01-10,CUST0921,PROD031,1.0
TRANS001413,2024-02-19,CUST0329,PROD041,1.0
TRANS001414,2024-03-05,CUST0962,PROD008,3.0
TRANS001415,2024-02-27,CUST0463,PROD003,1.0
TRANS001416,2024-03-11,CUST0946,PROD048,4.0
TRANS001417,2024-02-05,CUST0963,PROD046,2.0
TRANS001418,2024-03-20,CUST0561,PROD009,4.0
TRANS001419,2024-03-28,CUST0804,PROD030,2.0
TRANS001420,2024-03-19,CUST0382,PROD011,4.0
TRANS001421,2024-01-16,CUST0836,PROD035,4.0
TRANS001422,2024-01-17,CUST0590,PROD037,2.0
TRANS001423,2024-01-13,CUST0617,PROD042,3.0
TRANS001424,2024-02-20,CUST0169,PROD013,1.0
TRANS001425,2024-02-17,CUST0217,PROD036,4.0
TRANS001426,2024-02-13,CUST0378,PROD013,3.0
TRANS001427,2024-03-12,CUST0119,PROD012,1.0
TRANS001428,2024-02-16,CUST0190,PROD037,3.0
TRANS001429,2024-01-19,CUST0767,PROD010,3.0
TRANS001430,2024-01-26,CUST0370,PROD009,1.0
TRANS001431,2024-03-18,CUST0778,PROD007,4.0
TRANS001432,2024-03-06,CUST0149,PROD002,3.0
TRANS001433,2024-02-21,CUST0676,PROD023,4.0
TRANS001434,2024-03-05,CUST0652,PROD039,4.0
TRANS001435,2024-01-06,CUST0859,PROD040,4.0
TRANS001436,2024-01-06,CUST0488,PROD039,1.0
TRANS001437,2024-01-05,CUST0770,PROD021,2.0
TRANS001438,2024-01-18,CUST0374,PROD023,4.0
TRANS001439,2024-02-12,CUST0781,PROD029,2.0
TRANS001440,2024-03-01,CUST0693,PROD014,2.0
TRANS001441,2024-03-07,CUST0160,PROD026,3.0
TRANS001442,2024-02-28,CUST0351,PROD005,4.0
TRANS001443,2024-01-20,CUST0912,PROD031,4.0
TRANS001444,2024-03-18,CUST0288,PROD025,4.0
TRANS001445,2024-03-06,CUST0288,PROD031,2.0
TRANS001446,2024-01-18,CUST0892,PROD050,1.0
TRANS001447,2024-02-11,CUST0226,PROD020,2.0
TRANS001448,2024-03-19,CUST0523,PROD044,4.0
TRANS001449,2024-02-10,CUST0522,PROD017,4.0
TRANS001450,2024-01-21,CUST0783,PROD045,4.0
TRANS001451,2024-02-20,CUST0273,PROD002,2.0
TRANS001452,2024-03-19,CUST0936,PROD025,4.0
TRANS001453,2024-02-08,CUST0402,PROD013,3.0
TRANS001454,2024-03-16,CUST0183,PROD039,4.0
TRANS001455,2024-02-13,CUST0969,PROD028,1.0
TRANS001456,2024-03-05,CUST0665,PROD042,3.0
TRANS001457,2024-03-06,CUST0488,PROD006,4.0
TRANS001458,2024-03-09,CUST0827,PROD003,3.0
TRANS001459,2024-03-03,CUST0846,PROD035,4.0
TRANS001460,2024-03-31,CUST0124,PROD018,1.0
TRANS001461,2024-03-13,CUST0985,PROD011,4.0
TRANS001462,2024-02-08,CUST0626,PROD020,
TRANS001463,2024-03-01,CUST0790,PROD005,1.0
TRANS001464,2024-01-03,CUST0414,PROD019,2.0
TRANS001465,2024-02-17,CUST0980,PROD022,1.0
TRANS001466,2024-02-12,CUST0725,PROD019,1.0
TRANS001467,2024-03-27,CUST0172,PROD047,1.0
TRANS001468,2024-01-15,CUST0288,PROD016,3.0
TRANS001469,2024-02-23,CUST0435,PROD024,1.0
TRANS001470,2024-03-15,CUST0686,PROD041,4.0
TRANS001471,2024-02-09,CUST0113,PROD004,1.0
TRANS001472,2024-03-29,CUST0888,PROD015,1.0
TRANS001473,2024-03-21,CUST0917,PROD025,4.0
TRANS001474,2024-01-04,CUST0995,PROD044,4.0
TRANS001475,2024-03-17,CUST0122,PROD035,2.0
TRANS001476,2024-03-01,CUST0544,PROD014,1.0
TRANS001477,2024-02-03,CUST0222,PROD049,3.0
TRANS001478,2024-03-24,CUST0631,PROD019,1.0
TRANS001479,2024-03-15,CUST0039,PROD038,1.0
TRANS001480,2024-03-14,CUST0497,PROD036,4.0
TRANS001481,2024-01-30,CUST0780,PROD007,2.0
TRANS001482,2024-01-07,CUST0233,PROD030,1.0
TRANS001483,2024-03-15,CUST0943,PROD019,3.0
TRANS001484,2024-03-02,CUST0530,PROD049,1.0
TRANS001485,2024-01-22,CUST0149,PROD025,3.0
TRANS001486,2024-03-08,CUST0397,PROD016,4.0
TRANS001487,2024-03-21,CUST0661,PROD047,2.0
TRANS001488,2024-03-20,CUST0638,PROD040,1.0
TRANS001489,2024-02-18,CUST0904,PROD008,2.0
TRANS001490,2024-01-19,CUST0302,PROD018,1.0
TRANS001491,2024-03-28,CUST0360,PROD028,3.0
TRANS001492,2024-02-01,CUST0238,PROD016,2.0
TRANS001493,2024-01-05,CUST0647,PROD019,1.0
TRANS001494,2024-03-14,CUST0663,PROD042,4.0
TRANS001495,2024-03-30,CUST0236,PROD017,3.0
TRANS001496,2024-01-15,CUST0736,PROD045,2.0
TRANS001497,2024-01-25,CUST0203,PROD013,1.0
TRANS001498,2024-01-03,CUST0256,PROD007,2.0
TRANS001499,2024-02-26,CUST0598,PROD027,1.0
TRANS001500,2024-02-10,CUST0662,PROD010,3.0
TRANS001501,2024-02-23,CUST0235,PROD034,4.0
TRANS001502,2024-01-20,CUST0345,PROD036,3.0
TRANS001503,2024-02-22,CUST0534,PROD025,2.0
TRANS001504,2024-03-29,CUST0860,PROD006,2.0
TRANS001505,2024-01-27,CUST0797,PROD024,1.0
TRANS001506,2024-02-22,CUST0781,PROD018,3.0
TRANS001507,2024-03-05,CUST0466,PROD023,1.0
TRANS001508,2024-03-19,CUST0770,PROD006,3.0
TRANS001509,2024-03-01,CUST0541,PROD029,2.0
TRANS001510,2024-01-08,CUST0213,PROD025,1.0
TRANS001511,2024-03-31,CUST0463,PROD017,1.0
TRANS001512,2024-01-18,CUST0436,PROD046,3.0
TRANS001513,2024-03-07,CUST0283,PROD024,4.0
TRANS001514,2024-01-27,CUST0562,PROD011,3.0
TRANS001515,2024-03-12,CUST0607,PROD026,4.0
TRANS001516,2024-02-11,CUST0463,PROD034,3.0
TRANS001517,2024-03-25,CUST0407,PROD028,2.0
TRANS001518,2024-03-02,CUST0088,PROD003,1.0
TRANS001519,2024-03-08,CUST0044,PROD011,3.0
TRANS001520,2024-02-18,CUST0461,PROD038,2.0
TRANS001521,2024-02-10,CUST0278,PROD014,3.0
TRANS001522,2024-01-23,CUST0683,PROD026,1.0
TRANS001523,2024-02-28,CUST0421,PROD048,3.0
TRANS001524,2024-03-09,CUST0701,PROD021,4.0
TRANS001525,2024-02-13,CUST0353,PROD039,1.0
TRANS001526,2024-03-10,CUST0696,PROD030,4.0
TRANS001527,2024-02-15,CUST0515,PROD008,2.0
TRANS001528,2024-03-27,CUST0703,PROD020,2.0
TRANS001529,2024-03-28,CUST0630,PROD048,3.0
TRANS001530,2024-03-23,CUST0019,PROD032,4.0
TRANS001531,2024-03-29,CUST0023,PROD022,4.0
TRANS001532,2024-02-03,CUST0413,PROD007,1.0
TRANS001533,2024-03-19,CUST0030,PROD009,4.0
TRANS001534,2024-03-02,CUST0807,PROD045,4.0
TRANS001535,2024-01-25,CUST0108,PROD001,1.0
TRANS001536,2024-02-01,CUST0367,PROD029,1.0
TRANS001537,2024-02-05,CUST0281,PROD008,4.0
TRANS001538,2024-03-12,CUST0128,PROD004,3.0
TRANS001539,2024-02-08,CUST0229,PROD035,1.0
TRANS001540,2024-01-29,CUST0111,PROD003,1.0
TRANS001541,2024-02-08,CUST0136,PROD045,4.0
TRANS001542,2024-02-06,CUST0362,PROD040,4.0
TRANS001543,2024-03-31,CUST0186,PROD007,1.0
TRANS001544,2024-01-27,CUST0656,PROD027,4.0
TRANS001545,2024-03-29,CUST0584,PROD001,1.0
TRANS001546,2024-03-31,CUST0129,PROD027,3.0
TRANS001547,2024-03-03,CUST0876,PROD016,3.0
TRANS001548,2024-02-10,CUST0261,PROD038,1.0
TRANS001549,2024-03-02,CUST0515,PROD007,1.0
TRANS001550,2024-02-14,CUST0449,PROD044,2.0
TRANS001551,2024-03-12,CUST0900,PROD023,2.0
TRANS001552,2024-02-05,CUST0104,PROD041,4.0
TRANS001553,2024-02-06,CUST0483,PROD011,4.0
TRANS001554,2024-01-16,CUST0224,PROD042,1.0
TRANS001555,2024-03-14,CUST0832,PROD033,1.0
TRANS001556,2024-03-27,CUST0874,PROD050,2.0
TRANS001557,2024-03-10,CUST0866,PROD036,2.0
TRANS001558,2024-02-18,CUST0491,PROD037,1.0
TRANS001559,2024-02-20,CUST0473,PROD041,3.0
TRANS001560,2024-02-14,CUST0010,PROD017,3.0
TRANS001561,2024-01-19,CUST0405,PROD035,4.0
TRANS001562,2024-02-07,CUST0896,PROD048,1.0
TRANS001563,2024-01-06,CUST0302,PROD005,1.0
TRANS001564,2024-02-06,CUST0231,PROD048,4.0
TRANS001565,2024-01-11,CUST0731,PROD032,2.0
TRANS001566,2024-02-14,CUST0923,PROD003,2.0
TRANS001567,2024-02-26,CUST0066,PROD047,3.0
TRANS001568,2024-03-24,CUST0937,PROD035,1.0
TRANS001569,2024-02-02,CUST0112,PROD014,2.0
TRANS001570,2024-03-02,CUST0013,PROD048,3.0
TRANS001571,2024-01-28,CUST0393,PROD031,3.0
TRANS001572,2024-01-26,CUST0500,PROD031,3.0
TRANS001573,2024-03-09,CUST0932,PROD017,2.0
TRANS001574,2024-02-04,CUST0598,PROD024,2.0
TRANS001575,2024-03-12,CUST0234,PROD023,1.0
TRANS001576,2024-03-30,CUST0602,PROD018,1.0
TRANS001577,2024-02-04,CUST0314,PROD050,3.0
TRANS001578,2024-01-18,CUST0566,PROD014,3.0
TRANS001579,2024-01-14,CUST0012,PROD050,2.0
TRANS001580,2024-03-19,CUST0209,PROD015,2.0
TRANS001581,2024-03-16,CUST0974,PROD015,1.0
TRANS001582,2024-01-31,CUST0014,PROD006,1.0
TRANS001583,2024-02-01,CUST0633,PROD027,4.0
TRANS001584,2024-01-07,CUST0418,PROD015,1.0
TRANS001585,2024-03-26,CUST0437,PROD050,2.0
TRANS001586,2024-03-08,CUST0377,PROD036,3.0
TRANS001587,2024-01-29,CUST0020,PROD008,4.0
TRANS001588,2024-03-22,CUST0587,PROD015,1.0
TRANS001589,2024-01-30,CUST0912,PROD003,1.0
TRANS001590,2024-01-07,CUST0755,PROD047,2.0
TRANS001591,2024-01-13,CUST0735,PROD013,4.0
TRANS001592,2024-02-22,CUST0070,PROD041,1.0
TRANS001593,2024-02-12,CUST0824,PROD034,3.0
TRANS001594,2024-03-01,CUST0211,PROD024,2.0
TRANS001595,2024-01-13,CUST0101,PROD040,4.0
TRANS001596,2024-03-28,CUST0698,PROD032,1.0
TRANS001597,2024-01-18,CUST0132,PROD032,1.0
TRANS001598,2024-01-01,CUST0623,PROD030,4.0
TRANS001599,2024-03-11,CUST0381,PROD049,2.0
TRANS001600,2024-01-21,CUST0132,PROD013,4.0
